# Physical segment, dir (1=forward, 0=backward), logical segment
# loop 0
0, 1, 0
1, 0, 17
2, 1, 11
3, 1, 4
4, 0, 21
5, 1, 15
# loop 1
6, 0, 1
7, 1, 16
8, 0, 10
9, 0, 5
10, 1, 20
11, 0, 14
# loop 2
12, 1, 2
13, 0, 23
14, 1, 9
15, 1, 6
16, 0, 19
17, 1, 13
# loop 3
18, 0, 3
19, 1, 22
20, 0, 8
21, 0, 7
22, 1, 18
23, 0, 12 
